,Date,Time,State,Group,Unit,Sales
3961,2020-11-18, Morning, NT, Men,7,17500
3962,2020-11-18, Morning, NT, Women,3,7500
3963,2020-11-18, Morning, NT, Seniors,3,7500
3964,2020-11-18, Afternoon, NT, Kids,7,17500
3965,2020-11-18, Afternoon, NT, Men,5,12500
3966,2020-11-18, Afternoon, NT, Women,7,17500
3967,2020-11-18, Afternoon, NT, Seniors,9,22500
3968,2020-11-18, Evening, NT, Kids,5,12500
3969,2020-11-18, Evening, NT, Men,3,7500
3970,2020-11-18, Evening, NT, Women,3,7500
3971,2020-11-18, Evening, NT, Seniors,5,12500
3972,2020-11-18, Morning, SA, Kids,14,35000
3973,2020-11-18, Morning, SA, Men,12,30000
3974,2020-11-18, Morning, SA, Women,17,42500
3975,2020-11-18, Morning, SA, Seniors,20,50000
3976,2020-11-18, Afternoon, SA, Kids,10,25000
3977,2020-11-18, Afternoon, SA, Men,12,30000
3978,2020-11-18, Afternoon, SA, Women,25,62500
3979,2020-11-18, Afternoon, SA, Seniors,18,45000
3980,2020-11-18, Evening, SA, Kids,11,27500
3981,2020-11-18, Evening, SA, Men,15,37500
3982,2020-11-18, Evening, SA, Women,23,57500
3983,2020-11-18, Evening, SA, Seniors,11,27500
3984,2020-11-18, Morning, VIC, Kids,37,92500
3985,2020-11-18, Morning, VIC, Men,29,72500
3986,2020-11-18, Morning, VIC, Women,29,72500
3987,2020-11-18, Morning, VIC, Seniors,28,70000
3988,2020-11-18, Afternoon, VIC, Kids,35,87500
3989,2020-11-18, Afternoon, VIC, Men,21,52500
3990,2020-11-18, Afternoon, VIC, Women,22,55000
3991,2020-11-18, Afternoon, VIC, Seniors,39,97500
3992,2020-11-18, Evening, VIC, Kids,44,110000
3993,2020-11-18, Evening, VIC, Men,32,80000
3994,2020-11-18, Evening, VIC, Women,39,97500
3995,2020-11-18, Evening, VIC, Seniors,31,77500
3996,2020-11-18, Morning, QLD, Kids,4,10000
3997,2020-11-18, Morning, QLD, Men,6,15000
3998,2020-11-18, Morning, QLD, Women,8,20000
3999,2020-11-18, Morning, QLD, Seniors,13,32500
4000,2020-11-18, Afternoon, QLD, Kids,8,20000
4001,2020-11-18, Afternoon, QLD, Men,13,32500
4002,2020-11-18, Afternoon, QLD, Women,3,7500
4003,2020-11-18, Afternoon, QLD, Seniors,15,37500
4004,2020-11-18, Evening, QLD, Kids,12,30000
4005,2020-11-18, Evening, QLD, Men,9,22500
4006,2020-11-18, Evening, QLD, Women,3,7500
4007,2020-11-18, Evening, QLD, Seniors,7,17500
4008,2020-11-18, Morning, NSW, Kids,33,82500
4009,2020-11-18, Morning, NSW, Men,33,82500
4010,2020-11-18, Morning, NSW, Women,26,65000
4011,2020-11-18, Morning, NSW, Seniors,15,37500
4012,2020-11-18, Afternoon, NSW, Kids,23,57500
4013,2020-11-18, Afternoon, NSW, Men,35,87500
4014,2020-11-18, Afternoon, NSW, Women,30,75000
4015,2020-11-18, Afternoon, NSW, Seniors,20,50000
4016,2020-11-18, Evening, NSW, Kids,15,37500
4017,2020-11-18, Evening, NSW, Men,28,70000
4018,2020-11-18, Evening, NSW, Women,21,52500
4019,2020-11-18, Evening, NSW, Seniors,13,32500
4020,2020-11-18, Morning, TAS, Kids,7,17500
4021,2020-11-18, Morning, TAS, Men,4,10000
4022,2020-11-18, Morning, TAS, Women,2,5000
4023,2020-11-18, Morning, TAS, Seniors,6,15000
4024,2020-11-18, Afternoon, TAS, Kids,3,7500
4025,2020-11-18, Afternoon, TAS, Men,5,12500
4026,2020-11-18, Afternoon, TAS, Women,5,12500
4027,2020-11-18, Afternoon, TAS, Seniors,4,10000
4028,2020-11-18, Evening, TAS, Kids,8,20000
4029,2020-11-18, Evening, TAS, Men,2,5000
4030,2020-11-18, Evening, TAS, Women,4,10000
4031,2020-11-18, Evening, TAS, Seniors,5,12500
4032,2020-11-19, Morning, WA, Kids,3,7500
4033,2020-11-19, Morning, WA, Men,7,17500
4034,2020-11-19, Morning, WA, Women,2,5000
4035,2020-11-19, Morning, WA, Seniors,8,20000
4036,2020-11-19, Afternoon, WA, Kids,2,5000
4037,2020-11-19, Afternoon, WA, Men,3,7500
4038,2020-11-19, Afternoon, WA, Women,2,5000
4039,2020-11-19, Afternoon, WA, Seniors,6,15000
4040,2020-11-19, Evening, WA, Kids,5,12500
4041,2020-11-19, Evening, WA, Men,5,12500
4042,2020-11-19, Evening, WA, Women,10,25000
4043,2020-11-19, Evening, WA, Seniors,2,5000
4044,2020-11-19, Morning, NT, Kids,2,5000
4045,2020-11-19, Morning, NT, Men,8,20000
4046,2020-11-19, Morning, NT, Women,10,25000
4047,2020-11-19, Morning, NT, Seniors,7,17500
4048,2020-11-19, Afternoon, NT, Kids,9,22500
4049,2020-11-19, Afternoon, NT, Men,4,10000
4050,2020-11-19, Afternoon, NT, Women,6,15000
4051,2020-11-19, Afternoon, NT, Seniors,3,7500
4052,2020-11-19, Evening, NT, Kids,9,22500
4053,2020-11-19, Evening, NT, Men,6,15000
4054,2020-11-19, Evening, NT, Women,9,22500
4055,2020-11-19, Evening, NT, Seniors,6,15000
4056,2020-11-19, Morning, SA, Kids,21,52500
4057,2020-11-19, Morning, SA, Men,12,30000
4058,2020-11-19, Morning, SA, Women,19,47500
4059,2020-11-19, Morning, SA, Seniors,20,50000
4060,2020-11-19, Afternoon, SA, Kids,23,57500
4061,2020-11-19, Afternoon, SA, Men,23,57500
4062,2020-11-19, Afternoon, SA, Women,15,37500
4063,2020-11-19, Afternoon, SA, Seniors,10,25000
4064,2020-11-19, Evening, SA, Kids,10,25000
4065,2020-11-19, Evening, SA, Men,13,32500
4066,2020-11-19, Evening, SA, Women,17,42500
4067,2020-11-19, Evening, SA, Seniors,19,47500
4068,2020-11-19, Morning, VIC, Kids,42,105000
4069,2020-11-19, Morning, VIC, Men,22,55000
4070,2020-11-19, Morning, VIC, Women,45,112500
4071,2020-11-19, Morning, VIC, Seniors,41,102500
4072,2020-11-19, Afternoon, VIC, Kids,42,105000
4073,2020-11-19, Afternoon, VIC, Men,29,72500
4074,2020-11-19, Afternoon, VIC, Women,20,50000
4075,2020-11-19, Afternoon, VIC, Seniors,37,92500
4076,2020-11-19, Evening, VIC, Kids,26,65000
4077,2020-11-19, Evening, VIC, Men,29,72500
4078,2020-11-19, Evening, VIC, Women,27,67500
4079,2020-11-19, Evening, VIC, Seniors,29,72500
4080,2020-11-19, Morning, QLD, Kids,5,12500
4081,2020-11-19, Morning, QLD, Men,13,32500
4082,2020-11-19, Morning, QLD, Women,5,12500
4083,2020-11-19, Morning, QLD, Seniors,10,25000
4084,2020-11-19, Afternoon, QLD, Kids,3,7500
4085,2020-11-19, Afternoon, QLD, Men,6,15000
4086,2020-11-19, Afternoon, QLD, Women,7,17500
4087,2020-11-19, Afternoon, QLD, Seniors,14,35000
4088,2020-11-19, Evening, QLD, Kids,4,10000
4089,2020-11-19, Evening, QLD, Men,4,10000
4090,2020-11-19, Evening, QLD, Women,5,12500
4091,2020-11-19, Evening, QLD, Seniors,6,15000
4092,2020-11-19, Morning, NSW, Kids,18,45000
4093,2020-11-19, Morning, NSW, Men,16,40000
4094,2020-11-19, Morning, NSW, Women,32,80000
4095,2020-11-19, Morning, NSW, Seniors,29,72500
4096,2020-11-19, Afternoon, NSW, Kids,18,45000
4097,2020-11-19, Afternoon, NSW, Men,27,67500
4098,2020-11-19, Afternoon, NSW, Women,33,82500
4099,2020-11-19, Afternoon, NSW, Seniors,13,32500
4100,2020-11-19, Evening, NSW, Kids,31,77500
4101,2020-11-19, Evening, NSW, Men,31,77500
4102,2020-11-19, Evening, NSW, Women,17,42500
4103,2020-11-19, Evening, NSW, Seniors,12,30000
4104,2020-11-19, Morning, TAS, Kids,9,22500
4105,2020-11-19, Morning, TAS, Men,8,20000
4106,2020-11-19, Morning, TAS, Women,2,5000
4107,2020-11-19, Morning, TAS, Seniors,9,22500
4108,2020-11-19, Afternoon, TAS, Kids,9,22500
4109,2020-11-19, Afternoon, TAS, Men,10,25000
4110,2020-11-19, Afternoon, TAS, Women,2,5000
4111,2020-11-19, Afternoon, TAS, Seniors,7,17500
4112,2020-11-19, Evening, TAS, Kids,10,25000
4113,2020-11-19, Evening, TAS, Men,2,5000
4114,2020-11-19, Evening, TAS, Women,8,20000
4115,2020-11-19, Evening, TAS, Seniors,2,5000
4116,2020-11-20, Morning, WA, Kids,7,17500
4117,2020-11-20, Morning, WA, Men,4,10000
4118,2020-11-20, Morning, WA, Women,10,25000
4119,2020-11-20, Morning, WA, Seniors,5,12500
4120,2020-11-20, Afternoon, WA, Kids,6,15000
4121,2020-11-20, Afternoon, WA, Men,4,10000
4122,2020-11-20, Afternoon, WA, Women,6,15000
4123,2020-11-20, Afternoon, WA, Seniors,9,22500
4124,2020-11-20, Evening, WA, Kids,4,10000
4125,2020-11-20, Evening, WA, Men,5,12500
4126,2020-11-20, Evening, WA, Women,10,25000
4127,2020-11-20, Evening, WA, Seniors,6,15000
4128,2020-11-20, Morning, NT, Kids,10,25000
4129,2020-11-20, Morning, NT, Men,2,5000
4130,2020-11-20, Morning, NT, Women,8,20000
4131,2020-11-20, Morning, NT, Seniors,6,15000
4132,2020-11-20, Afternoon, NT, Kids,4,10000
4133,2020-11-20, Afternoon, NT, Men,8,20000
4134,2020-11-20, Afternoon, NT, Women,10,25000
4135,2020-11-20, Afternoon, NT, Seniors,6,15000
4136,2020-11-20, Evening, NT, Kids,10,25000
4137,2020-11-20, Evening, NT, Men,6,15000
4138,2020-11-20, Evening, NT, Women,6,15000
4139,2020-11-20, Evening, NT, Seniors,9,22500
4140,2020-11-20, Morning, SA, Kids,19,47500
4141,2020-11-20, Morning, SA, Men,16,40000
4142,2020-11-20, Morning, SA, Women,19,47500
4143,2020-11-20, Morning, SA, Seniors,23,57500
4144,2020-11-20, Afternoon, SA, Kids,25,62500
4145,2020-11-20, Afternoon, SA, Men,15,37500
4146,2020-11-20, Afternoon, SA, Women,25,62500
4147,2020-11-20, Afternoon, SA, Seniors,15,37500
4148,2020-11-20, Evening, SA, Kids,15,37500
4149,2020-11-20, Evening, SA, Men,13,32500
4150,2020-11-20, Evening, SA, Women,10,25000
4151,2020-11-20, Evening, SA, Seniors,18,45000
4152,2020-11-20, Morning, VIC, Kids,33,82500
4153,2020-11-20, Morning, VIC, Men,24,60000
4154,2020-11-20, Morning, VIC, Women,31,77500
4155,2020-11-20, Morning, VIC, Seniors,20,50000
4156,2020-11-20, Afternoon, VIC, Kids,44,110000
4157,2020-11-20, Afternoon, VIC, Men,36,90000
4158,2020-11-20, Afternoon, VIC, Women,32,80000
4159,2020-11-20, Afternoon, VIC, Seniors,20,50000
4160,2020-11-20, Evening, VIC, Kids,37,92500
4161,2020-11-20, Evening, VIC, Men,35,87500
4162,2020-11-20, Evening, VIC, Women,41,102500
4163,2020-11-20, Evening, VIC, Seniors,30,75000
4164,2020-11-20, Morning, QLD, Kids,9,22500
4165,2020-11-20, Morning, QLD, Men,7,17500
4166,2020-11-20, Morning, QLD, Women,9,22500
4167,2020-11-20, Morning, QLD, Seniors,11,27500
4168,2020-11-20, Afternoon, QLD, Kids,13,32500
4169,2020-11-20, Afternoon, QLD, Men,11,27500
4170,2020-11-20, Afternoon, QLD, Women,11,27500
4171,2020-11-20, Afternoon, QLD, Seniors,14,35000
4172,2020-11-20, Evening, QLD, Kids,13,32500
4173,2020-11-20, Evening, QLD, Men,6,15000
4174,2020-11-20, Evening, QLD, Women,7,17500
4175,2020-11-20, Evening, QLD, Seniors,6,15000
4176,2020-11-20, Morning, NSW, Kids,23,57500
4177,2020-11-20, Morning, NSW, Men,21,52500
4178,2020-11-20, Morning, NSW, Women,14,35000
4179,2020-11-20, Morning, NSW, Seniors,22,55000
4180,2020-11-20, Afternoon, NSW, Kids,17,42500
4181,2020-11-20, Afternoon, NSW, Men,14,35000
4182,2020-11-20, Afternoon, NSW, Women,22,55000
4183,2020-11-20, Afternoon, NSW, Seniors,35,87500
4184,2020-11-20, Evening, NSW, Kids,22,55000
4185,2020-11-20, Evening, NSW, Men,18,45000
4186,2020-11-20, Evening, NSW, Women,17,42500
4187,2020-11-20, Evening, NSW, Seniors,27,67500
4188,2020-11-20, Morning, TAS, Kids,4,10000
4189,2020-11-20, Morning, TAS, Men,2,5000
4190,2020-11-20, Morning, TAS, Women,9,22500
4191,2020-11-20, Morning, TAS, Seniors,9,22500
4192,2020-11-20, Afternoon, TAS, Kids,2,5000
4193,2020-11-20, Afternoon, TAS, Men,6,15000
4194,2020-11-20, Afternoon, TAS, Women,8,20000
4195,2020-11-20, Afternoon, TAS, Seniors,8,20000
4196,2020-11-20, Evening, TAS, Kids,7,17500
4197,2020-11-20, Evening, TAS, Men,3,7500
4198,2020-11-20, Evening, TAS, Women,8,20000
4199,2020-11-20, Evening, TAS, Seniors,5,12500
4200,2020-11-21, Morning, WA, Kids,5,12500
4201,2020-11-21, Morning, WA, Men,7,17500
4202,2020-11-21, Morning, WA, Women,4,10000
4203,2020-11-21, Morning, WA, Seniors,8,20000
4204,2020-11-21, Afternoon, WA, Kids,4,10000
4205,2020-11-21, Afternoon, WA, Men,8,20000
4206,2020-11-21, Afternoon, WA, Women,6,15000
4207,2020-11-21, Afternoon, WA, Seniors,3,7500
4208,2020-11-21, Evening, WA, Kids,4,10000
4209,2020-11-21, Evening, WA, Men,9,22500
4210,2020-11-21, Evening, WA, Women,9,22500
4211,2020-11-21, Evening, WA, Seniors,8,20000
4212,2020-11-21, Morning, NT, Kids,9,22500
4213,2020-11-21, Morning, NT, Men,7,17500
4214,2020-11-21, Morning, NT, Women,6,15000
4215,2020-11-21, Morning, NT, Seniors,4,10000
4216,2020-11-21, Afternoon, NT, Kids,7,17500
4217,2020-11-21, Afternoon, NT, Men,3,7500
4218,2020-11-21, Afternoon, NT, Women,9,22500
4219,2020-11-21, Afternoon, NT, Seniors,5,12500
4220,2020-11-21, Evening, NT, Kids,7,17500
4221,2020-11-21, Evening, NT, Men,6,15000
4222,2020-11-21, Evening, NT, Women,5,12500
4223,2020-11-21, Evening, NT, Seniors,8,20000
4224,2020-11-21, Morning, SA, Kids,22,55000
4225,2020-11-21, Morning, SA, Men,17,42500
4226,2020-11-21, Morning, SA, Women,14,35000
4227,2020-11-21, Morning, SA, Seniors,15,37500
4228,2020-11-21, Afternoon, SA, Kids,19,47500
4229,2020-11-21, Afternoon, SA, Men,24,60000
4230,2020-11-21, Afternoon, SA, Women,24,60000
4231,2020-11-21, Afternoon, SA, Seniors,13,32500
4232,2020-11-21, Evening, SA, Kids,11,27500
4233,2020-11-21, Evening, SA, Men,21,52500
4234,2020-11-21, Evening, SA, Women,20,50000
4235,2020-11-21, Evening, SA, Seniors,14,35000
4236,2020-11-21, Morning, VIC, Kids,40,100000
4237,2020-11-21, Morning, VIC, Men,37,92500
4238,2020-11-21, Morning, VIC, Women,43,107500
4239,2020-11-21, Morning, VIC, Seniors,32,80000
4240,2020-11-21, Afternoon, VIC, Kids,25,62500
4241,2020-11-21, Afternoon, VIC, Men,30,75000
4242,2020-11-21, Afternoon, VIC, Women,34,85000
4243,2020-11-21, Afternoon, VIC, Seniors,35,87500
4244,2020-11-21, Evening, VIC, Kids,20,50000
4245,2020-11-21, Evening, VIC, Men,30,75000
4246,2020-11-21, Evening, VIC, Women,28,70000
4247,2020-11-21, Evening, VIC, Seniors,39,97500
4248,2020-11-21, Morning, QLD, Kids,15,37500
4249,2020-11-21, Morning, QLD, Men,13,32500
4250,2020-11-21, Morning, QLD, Women,15,37500
4251,2020-11-21, Morning, QLD, Seniors,10,25000
4252,2020-11-21, Afternoon, QLD, Kids,14,35000
4253,2020-11-21, Afternoon, QLD, Men,11,27500
4254,2020-11-21, Afternoon, QLD, Women,5,12500
4255,2020-11-21, Afternoon, QLD, Seniors,15,37500
4256,2020-11-21, Evening, QLD, Kids,12,30000
4257,2020-11-21, Evening, QLD, Men,5,12500
4258,2020-11-21, Evening, QLD, Women,15,37500
4259,2020-11-21, Evening, QLD, Seniors,5,12500
4260,2020-11-21, Morning, NSW, Kids,26,65000
4261,2020-11-21, Morning, NSW, Men,31,77500
4262,2020-11-21, Morning, NSW, Women,28,70000
4263,2020-11-21, Morning, NSW, Seniors,18,45000
4264,2020-11-21, Afternoon, NSW, Kids,29,72500
4265,2020-11-21, Afternoon, NSW, Men,22,55000
4266,2020-11-21, Afternoon, NSW, Women,30,75000
4267,2020-11-21, Afternoon, NSW, Seniors,32,80000
4268,2020-11-21, Evening, NSW, Kids,19,47500
4269,2020-11-21, Evening, NSW, Men,19,47500
4270,2020-11-21, Evening, NSW, Women,26,65000
4271,2020-11-21, Evening, NSW, Seniors,22,55000
4272,2020-11-21, Morning, TAS, Kids,9,22500
4273,2020-11-21, Morning, TAS, Men,4,10000
4274,2020-11-21, Morning, TAS, Women,3,7500
4275,2020-11-21, Morning, TAS, Seniors,8,20000
4276,2020-11-21, Afternoon, TAS, Kids,6,15000
4277,2020-11-21, Afternoon, TAS, Men,3,7500
4278,2020-11-21, Afternoon, TAS, Women,3,7500
4279,2020-11-21, Afternoon, TAS, Seniors,10,25000
4280,2020-11-21, Evening, TAS, Kids,7,17500
4281,2020-11-21, Evening, TAS, Men,8,20000
4282,2020-11-21, Evening, TAS, Women,10,25000
4283,2020-11-21, Evening, TAS, Seniors,8,20000
4284,2020-11-22, Morning, WA, Kids,6,15000
4285,2020-11-22, Morning, WA, Men,4,10000
4286,2020-11-22, Morning, WA, Women,6,15000
4287,2020-11-22, Morning, WA, Seniors,5,12500
4288,2020-11-22, Afternoon, WA, Kids,3,7500
4289,2020-11-22, Afternoon, WA, Men,3,7500
4290,2020-11-22, Afternoon, WA, Women,3,7500
4291,2020-11-22, Afternoon, WA, Seniors,5,12500
4292,2020-11-22, Evening, WA, Kids,2,5000
4293,2020-11-22, Evening, WA, Men,6,15000
4294,2020-11-22, Evening, WA, Women,5,12500
4295,2020-11-22, Evening, WA, Seniors,8,20000
4296,2020-11-22, Morning, NT, Kids,6,15000
4297,2020-11-22, Morning, NT, Men,6,15000
4298,2020-11-22, Morning, NT, Women,3,7500
4299,2020-11-22, Morning, NT, Seniors,2,5000
4300,2020-11-22, Afternoon, NT, Kids,4,10000
4301,2020-11-22, Afternoon, NT, Men,3,7500
4302,2020-11-22, Afternoon, NT, Women,3,7500
4303,2020-11-22, Afternoon, NT, Seniors,9,22500
4304,2020-11-22, Evening, NT, Kids,5,12500
4305,2020-11-22, Evening, NT, Men,5,12500
4306,2020-11-22, Evening, NT, Women,8,20000
4307,2020-11-22, Evening, NT, Seniors,8,20000
4308,2020-11-22, Morning, SA, Kids,17,42500
4309,2020-11-22, Morning, SA, Men,17,42500
4310,2020-11-22, Morning, SA, Women,18,45000
4311,2020-11-22, Morning, SA, Seniors,12,30000
4312,2020-11-22, Afternoon, SA, Kids,16,40000
4313,2020-11-22, Afternoon, SA, Men,13,32500
4314,2020-11-22, Afternoon, SA, Women,18,45000
4315,2020-11-22, Afternoon, SA, Seniors,24,60000
4316,2020-11-22, Evening, SA, Kids,14,35000
4317,2020-11-22, Evening, SA, Men,11,27500
4318,2020-11-22, Evening, SA, Women,14,35000
4319,2020-11-22, Evening, SA, Seniors,19,47500
4320,2020-11-22, Morning, VIC, Kids,44,110000
4321,2020-11-22, Morning, VIC, Men,35,87500
4322,2020-11-22, Morning, VIC, Women,30,75000
4323,2020-11-22, Morning, VIC, Seniors,35,87500
4324,2020-11-22, Afternoon, VIC, Kids,41,102500
4325,2020-11-22, Afternoon, VIC, Men,25,62500
4326,2020-11-22, Afternoon, VIC, Women,33,82500
4327,2020-11-22, Afternoon, VIC, Seniors,43,107500
4328,2020-11-22, Evening, VIC, Kids,25,62500
4329,2020-11-22, Evening, VIC, Men,27,67500
4330,2020-11-22, Evening, VIC, Women,45,112500
4331,2020-11-22, Evening, VIC, Seniors,25,62500
4332,2020-11-22, Morning, QLD, Kids,13,32500
4333,2020-11-22, Morning, QLD, Men,9,22500
4334,2020-11-22, Morning, QLD, Women,11,27500
4335,2020-11-22, Morning, QLD, Seniors,6,15000
4336,2020-11-22, Afternoon, QLD, Kids,5,12500
4337,2020-11-22, Afternoon, QLD, Men,5,12500
4338,2020-11-22, Afternoon, QLD, Women,3,7500
4339,2020-11-22, Afternoon, QLD, Seniors,12,30000
4340,2020-11-22, Evening, QLD, Kids,10,25000
4341,2020-11-22, Evening, QLD, Men,7,17500
4342,2020-11-22, Evening, QLD, Women,9,22500
4343,2020-11-22, Evening, QLD, Seniors,9,22500
4344,2020-11-22, Morning, NSW, Kids,25,62500
4345,2020-11-22, Morning, NSW, Men,19,47500
4346,2020-11-22, Morning, NSW, Women,27,67500
4347,2020-11-22, Morning, NSW, Seniors,12,30000
4348,2020-11-22, Afternoon, NSW, Kids,17,42500
4349,2020-11-22, Afternoon, NSW, Men,25,62500
4350,2020-11-22, Afternoon, NSW, Women,24,60000
4351,2020-11-22, Afternoon, NSW, Seniors,25,62500
4352,2020-11-22, Evening, NSW, Kids,14,35000
4353,2020-11-22, Evening, NSW, Men,19,47500
4354,2020-11-22, Evening, NSW, Women,15,37500
4355,2020-11-22, Evening, NSW, Seniors,18,45000
4356,2020-11-22, Morning, TAS, Kids,3,7500
4357,2020-11-22, Morning, TAS, Men,9,22500
4358,2020-11-22, Morning, TAS, Women,7,17500
4359,2020-11-22, Morning, TAS, Seniors,5,12500
4360,2020-11-22, Afternoon, TAS, Kids,10,25000
4361,2020-11-22, Afternoon, TAS, Men,8,20000
4362,2020-11-22, Afternoon, TAS, Women,7,17500
4363,2020-11-22, Afternoon, TAS, Seniors,7,17500
4364,2020-11-22, Evening, TAS, Kids,10,25000
4365,2020-11-22, Evening, TAS, Men,9,22500
4366,2020-11-22, Evening, TAS, Women,6,15000
4367,2020-11-22, Evening, TAS, Seniors,8,20000
4368,2020-11-23, Morning, WA, Kids,9,22500
4369,2020-11-23, Morning, WA, Men,8,20000
4370,2020-11-23, Morning, WA, Women,2,5000
4371,2020-11-23, Morning, WA, Seniors,6,15000
4372,2020-11-23, Afternoon, WA, Kids,7,17500
4373,2020-11-23, Afternoon, WA, Men,3,7500
4374,2020-11-23, Afternoon, WA, Women,2,5000
4375,2020-11-23, Afternoon, WA, Seniors,3,7500
4376,2020-11-23, Evening, WA, Kids,8,20000
4377,2020-11-23, Evening, WA, Men,9,22500
4378,2020-11-23, Evening, WA, Women,8,20000
4379,2020-11-23, Evening, WA, Seniors,7,17500
4380,2020-11-23, Morning, NT, Kids,8,20000
4381,2020-11-23, Morning, NT, Men,9,22500
4382,2020-11-23, Morning, NT, Women,3,7500
4383,2020-11-23, Morning, NT, Seniors,7,17500
4384,2020-11-23, Afternoon, NT, Kids,5,12500
4385,2020-11-23, Afternoon, NT, Men,4,10000
4386,2020-11-23, Afternoon, NT, Women,6,15000
4387,2020-11-23, Afternoon, NT, Seniors,9,22500
4388,2020-11-23, Evening, NT, Kids,6,15000
4389,2020-11-23, Evening, NT, Men,7,17500
4390,2020-11-23, Evening, NT, Women,8,20000
4391,2020-11-23, Evening, NT, Seniors,3,7500
4392,2020-11-23, Morning, SA, Kids,24,60000
4393,2020-11-23, Morning, SA, Men,10,25000
4394,2020-11-23, Morning, SA, Women,11,27500
4395,2020-11-23, Morning, SA, Seniors,21,52500
4396,2020-11-23, Afternoon, SA, Kids,23,57500
4397,2020-11-23, Afternoon, SA, Men,14,35000
4398,2020-11-23, Afternoon, SA, Women,21,52500
4399,2020-11-23, Afternoon, SA, Seniors,18,45000
4400,2020-11-23, Evening, SA, Kids,22,55000
4401,2020-11-23, Evening, SA, Men,25,62500
4402,2020-11-23, Evening, SA, Women,23,57500
4403,2020-11-23, Evening, SA, Seniors,15,37500
4404,2020-11-23, Morning, VIC, Kids,20,50000
4405,2020-11-23, Morning, VIC, Men,24,60000
4406,2020-11-23, Morning, VIC, Women,37,92500
4407,2020-11-23, Morning, VIC, Seniors,30,75000
4408,2020-11-23, Afternoon, VIC, Kids,40,100000
4409,2020-11-23, Afternoon, VIC, Men,37,92500
4410,2020-11-23, Afternoon, VIC, Women,36,90000
4411,2020-11-23, Afternoon, VIC, Seniors,32,80000
4412,2020-11-23, Evening, VIC, Kids,43,107500
4413,2020-11-23, Evening, VIC, Men,42,105000
4414,2020-11-23, Evening, VIC, Women,33,82500
4415,2020-11-23, Evening, VIC, Seniors,26,65000
4416,2020-11-23, Morning, QLD, Kids,7,17500
4417,2020-11-23, Morning, QLD, Men,11,27500
4418,2020-11-23, Morning, QLD, Women,11,27500
4419,2020-11-23, Morning, QLD, Seniors,8,20000
4420,2020-11-23, Afternoon, QLD, Kids,9,22500
4421,2020-11-23, Afternoon, QLD, Men,3,7500
4422,2020-11-23, Afternoon, QLD, Women,10,25000
4423,2020-11-23, Afternoon, QLD, Seniors,7,17500
4424,2020-11-23, Evening, QLD, Kids,14,35000
4425,2020-11-23, Evening, QLD, Men,5,12500
4426,2020-11-23, Evening, QLD, Women,10,25000
4427,2020-11-23, Evening, QLD, Seniors,5,12500
4428,2020-11-23, Morning, NSW, Kids,18,45000
4429,2020-11-23, Morning, NSW, Men,32,80000
4430,2020-11-23, Morning, NSW, Women,24,60000
4431,2020-11-23, Morning, NSW, Seniors,28,70000
4432,2020-11-23, Afternoon, NSW, Kids,32,80000
4433,2020-11-23, Afternoon, NSW, Men,34,85000
4434,2020-11-23, Afternoon, NSW, Women,19,47500
4435,2020-11-23, Afternoon, NSW, Seniors,25,62500
4436,2020-11-23, Evening, NSW, Kids,21,52500
4437,2020-11-23, Evening, NSW, Men,15,37500
4438,2020-11-23, Evening, NSW, Women,18,45000
4439,2020-11-23, Evening, NSW, Seniors,18,45000
4440,2020-11-23, Morning, TAS, Kids,3,7500
4441,2020-11-23, Morning, TAS, Men,2,5000
4442,2020-11-23, Morning, TAS, Women,8,20000
4443,2020-11-23, Morning, TAS, Seniors,6,15000
4444,2020-11-23, Afternoon, TAS, Kids,5,12500
4445,2020-11-23, Afternoon, TAS, Men,9,22500
4446,2020-11-23, Afternoon, TAS, Women,9,22500
4447,2020-11-23, Afternoon, TAS, Seniors,6,15000
4448,2020-11-23, Evening, TAS, Kids,9,22500
4449,2020-11-23, Evening, TAS, Men,8,20000
4450,2020-11-23, Evening, TAS, Women,3,7500
4451,2020-11-23, Evening, TAS, Seniors,2,5000
4452,2020-11-24, Morning, WA, Kids,8,20000
4453,2020-11-24, Morning, WA, Men,7,17500
4454,2020-11-24, Morning, WA, Women,3,7500
4455,2020-11-24, Morning, WA, Seniors,2,5000
4456,2020-11-24, Afternoon, WA, Kids,9,22500
4457,2020-11-24, Afternoon, WA, Men,10,25000
4458,2020-11-24, Afternoon, WA, Women,4,10000
4459,2020-11-24, Afternoon, WA, Seniors,3,7500
4460,2020-11-24, Evening, WA, Kids,3,7500
4461,2020-11-24, Evening, WA, Men,6,15000
4462,2020-11-24, Evening, WA, Women,7,17500
4463,2020-11-24, Evening, WA, Seniors,2,5000
4464,2020-11-24, Morning, NT, Kids,5,12500
4465,2020-11-24, Morning, NT, Men,2,5000
4466,2020-11-24, Morning, NT, Women,8,20000
4467,2020-11-24, Morning, NT, Seniors,2,5000
4468,2020-11-24, Afternoon, NT, Kids,6,15000
4469,2020-11-24, Afternoon, NT, Men,5,12500
4470,2020-11-24, Afternoon, NT, Women,6,15000
4471,2020-11-24, Afternoon, NT, Seniors,9,22500
4472,2020-11-24, Evening, NT, Kids,8,20000
4473,2020-11-24, Evening, NT, Men,5,12500
4474,2020-11-24, Evening, NT, Women,9,22500
4475,2020-11-24, Evening, NT, Seniors,7,17500
4476,2020-11-24, Morning, SA, Kids,12,30000
4477,2020-11-24, Morning, SA, Men,21,52500
4478,2020-11-24, Morning, SA, Women,14,35000
