,ID,ACTUAL_VALUES,PREDICTED_VALUES
1959,3936,93.45,98.26574
1960,3937,101.6,94.15764
1961,3938,87.67,111.59243
1962,3939,114.8,98.69152
1963,3943,88.73,94.6196
1964,3944,100.1,105.3316
1965,3945,91.6,113.096054
1966,3946,110.02,95.35273
1967,3947,97.96,101.71974
1968,3948,74.2,92.82686
1969,3949,99.58,105.3316
1970,3950,95.34,101.006165
1971,3951,109.49,98.01119
1972,3952,95.7,101.893394
1973,3953,92.38,92.99048
1974,3961,102.78,110.39476
1975,3962,87.72,93.06536
1976,3966,100.85,97.957115
1977,3967,88.83,106.86041
1978,3968,89.69,90.71703
1979,3969,108.99,101.71304
1980,3970,90.39,97.68545
1981,3971,103.85,94.52119
1982,3973,90.49,102.202835
1983,3974,103.03,105.3316
1984,3975,98.97,95.014656
1985,3977,91.13,95.913605
1986,3979,100.4,111.83759
1987,3985,115.39,108.01097
1988,3986,88.92,110.76543
1989,3988,109.05,114.09574
1990,3991,77.64,96.812584
1991,3992,94.35,104.54715
1992,3993,110.94,110.01051
1993,3994,92.1,105.75696
1994,3995,110.07,106.871254
1995,4005,109.63,108.94579
1996,4007,88.28,109.20534
1997,4008,81.07,104.172455
1998,4009,90.44,97.247955
1999,4010,89.65,91.88451
2000,4011,114.65,97.79666
2001,4012,88.12,100.595184
2002,4013,106.91,103.03668
2003,4015,100.11,97.81366
2004,4016,108.88,92.472725
2005,4018,93.55,92.813034
2006,4025,116.23,95.43283
2007,4026,85.75,94.05642
2008,4028,111.07,109.34623
2009,4029,95.33,96.2034
2010,4031,114.29,92.82702
2011,4032,91.23,105.820076
2012,4033,89.63,102.61382
2013,4034,90.69,115.99142
2014,4037,95.35,107.14508
2015,4038,95.21,99.89447
2016,4039,98.83,99.04153
2017,4041,91.59,96.83942
2018,4042,112.53,94.05979
2019,4043,92.6,102.753494
2020,4044,114.63,97.207115
2021,4045,95.48,96.00131
2022,4046,123.47,109.30266
2023,4047,107.61,112.82221
2024,4048,80.2,101.23469
2025,4049,90.41,93.971054
2026,4051,109.47,95.933945
2027,4052,93.8,105.3316
2028,4058,109.13,97.207115
2029,4062,92.91,106.77975
2030,4064,89.86,106.2614
2031,4067,106.13,104.444
2032,4068,88.95,78.35975
2033,4070,91.06,95.38311
2034,4072,92.08,110.64352
2035,4074,119.89,106.21631
2036,4075,112.31,92.758934
2037,4076,114.4,102.96518
2038,4077,88.7,90.0106
2039,4078,124.64,98.37879
2040,4080,96.41,97.207115
2041,4082,88.97,97.35911
2042,4085,99.59,104.83084
2043,4086,96.47,95.35276
2044,4088,101.27,94.05642
2045,4089,88.45,93.10598
2046,4092,108.49,78.35975
2047,4094,91.88,112.92937
2048,4095,106.4,102.4995
2049,4096,90.0,101.011055
2050,4097,112.07,107.49579
2051,4102,109.69,95.57179
2052,4105,102.93,105.2776
2053,4107,92.18,95.50459
2054,4111,93.29,107.06761
2055,4112,107.81,106.55516
2056,4113,77.16,113.653694
2057,4114,122.4,104.964485
2058,4115,90.57,105.75696
2059,4116,109.29,104.156204
2060,4117,95.67,95.74216
2061,4118,126.97,97.606
2062,4119,100.09,96.304924
2063,4120,105.94,100.761856
2064,4122,111.32,82.50846
2065,4125,91.52,110.59484
2066,4126,89.65,100.42522
2067,4129,125.84,109.72797
2068,4134,111.08,96.279144
2069,4137,87.06,95.14876
2070,4141,108.8,119.193245
2071,4142,113.28,96.159454
2072,4144,101.89,104.05476
2073,4145,98.25,99.09412
2074,4146,113.09,92.102745
2075,4150,92.27,100.59087
2076,4151,119.38,90.95768
2077,4154,110.33,104.444
2078,4156,95.96,93.15779
2079,4157,93.56,105.73439
2080,4159,105.59,92.472725
2081,4160,110.39,97.021904
2082,4161,98.94,101.63751
2083,4168,94.38,110.35072
2084,4171,110.53,112.02834
2085,4172,75.42,105.10725
2086,4173,106.1,96.2034
2087,4175,109.34,96.83332
2088,4176,88.99,97.207115
2089,4177,91.63,104.05476
2090,4178,94.02,97.143196
2091,4179,88.44,115.24073
2092,4181,99.41,105.06151
2093,4183,89.89,96.2034
2094,4184,109.39,110.10028
2095,4185,90.44,100.2275
2096,4186,104.65,106.22237
2097,4188,110.97,118.413574
2098,4190,113.52,103.10875
2099,4192,89.61,93.060295
2100,4193,100.68,92.51591
2101,4194,88.75,105.3316
2102,4195,88.77,102.9411
2103,4196,114.87,86.76171
2104,4202,112.94,96.2034
2105,4203,89.22,101.33343
2106,4208,108.31,95.951324
2107,4209,89.91,101.367966
2108,4210,92.79,112.92937
2109,4211,100.04,102.80918
2110,4212,101.35,115.18939
2111,4214,107.11,105.61617
2112,4215,88.06,95.928894
2113,4216,107.42,94.60489
2114,4217,109.65,95.79716
2115,4219,97.55,91.50065
2116,4222,76.78,94.15764
2117,4224,89.38,87.41729
2118,4231,106.37,144.10245
2119,4232,91.88,96.2034
2120,4234,116.67,112.103065
2121,4236,111.14,104.05476
2122,4237,103.63,97.207115
2123,4240,96.21,113.27523
2124,4242,89.37,105.41236
2125,4243,98.32,111.9313
2126,4247,119.88,110.59484
2127,4248,93.91,99.754456
2128,4249,75.73,105.17701
2129,4254,91.6,99.89447
2130,4263,103.1,104.4181
2131,4265,96.93,104.156204
2132,4267,97.58,105.00878
2133,4268,83.49,103.108505
2134,4271,93.33,96.365616
2135,4272,101.45,107.61743
2136,4273,75.05,105.80264
2137,4274,111.21,106.75059
2138,4276,95.89,96.95282
2139,4278,100.25,97.682526
2140,4280,115.21,91.6363
2141,4281,88.83,105.80264
2142,4283,113.7,102.79658
2143,4284,109.4,105.70204
2144,4285,91.41,105.699936
2145,4286,110.2,117.07061
2146,4287,109.1,101.97186
2147,4288,113.95,104.52814
2148,4289,91.88,93.019745
2149,4290,108.8,96.425125
2150,4293,87.53,93.06536
2151,4296,113.75,110.41539
2152,4297,89.19,89.546104
2153,4299,84.2,99.39395
2154,4303,92.31,105.68561
2155,4310,110.92,93.713936
2156,4312,100.68,112.3444
2157,4318,109.05,97.207115
2158,4320,95.01,97.79111
2159,4322,105.36,96.30843
2160,4323,99.54,103.108505
2161,4325,92.4,112.100586
2162,4326,118.02,110.77672
2163,4328,91.71,110.35183
2164,4330,109.02,107.15275
2165,4332,93.36,105.58001
2166,4333,88.39,107.06761
2167,4335,73.79,92.9294
2168,4336,102.3,105.61095
2169,4338,92.46,97.79111
2170,4341,101.3,102.2222
2171,4342,92.83,96.84437
2172,4344,103.39,97.207115
2173,4347,110.75,111.396576
2174,4348,89.17,97.207115
2175,4351,93.95,112.24785
2176,4352,87.99,107.50078
2177,4353,113.43,99.42747
2178,4355,102.65,99.89447
2179,4356,90.04,104.83084
2180,4359,98.92,99.89447
2181,4360,86.9,103.352104
2182,4361,97.16,100.08539
2183,4364,117.49,93.86873
2184,4365,92.54,102.002396
2185,4368,104.21,101.845764
2186,4372,107.26,92.64835
2187,4374,78.88,86.61198
2188,4376,89.13,89.7605
2189,4377,100.71,108.32698
2190,4380,109.28,108.62833
2191,4383,88.12,91.86042
2192,4384,90.43,99.798134
2193,4385,99.67,102.560715
2194,4389,91.03,96.877975
2195,4391,121.6,105.749115
2196,4392,80.44,103.213104
2197,4393,88.91,90.871124
2198,4395,108.94,91.47468
2199,4396,114.55,105.3316
2200,4398,96.69,108.581894
2201,4399,98.12,114.66512
2202,4401,98.36,106.75059
2203,4406,98.96,106.470215
2204,4408,99.03,113.70336
2205,4412,100.67,97.207115
2206,4415,88.25,92.17697
2207,4418,102.04,104.38652
2208,4419,109.01,86.61198
2209,4420,100.77,78.35975
2210,4422,94.5,105.3316
2211,4423,97.72,86.61198
2212,4425,106.05,101.72865
2213,4428,114.3,92.31983
2214,4431,97.68,93.48221
2215,4434,87.15,95.94108
2216,4436,86.95,100.59087
2217,4437,92.52,110.06431
2218,4439,113.55,119.495384
2219,4440,78.91,100.49581
2220,4441,88.07,102.4995
2221,4444,94.24,90.71703
2222,4445,102.91,105.61617
2223,4446,93.87,99.12454
2224,4447,112.22,94.42804
2225,4452,89.73,109.70371
2226,4456,90.62,96.365616
2227,4457,93.1,107.78926
2228,4458,109.65,91.11177
2229,4460,91.43,104.83084
2230,4461,121.06,114.101295
2231,4462,119.22,102.97945
2232,4465,89.44,99.81525
2233,4466,86.19,97.31638
2234,4468,91.88,93.71811
2235,4469,108.96,110.35183
2236,4472,89.99,101.81992
2237,4475,109.07,102.78275
2238,4478,108.71,91.83646
2239,4479,91.85,95.43834
2240,4480,154.16,99.4282
2241,4483,91.31,94.618484
2242,4484,115.18,93.77516
2243,4485,97.22,112.14971
2244,4486,89.96,97.68545
2245,4488,98.51,104.40209
2246,4489,96.77,104.261536
2247,4490,93.0,108.62833
2248,4491,112.31,106.12072
2249,4492,107.45,104.05476
2250,4493,112.82,99.54617
2251,4494,95.97,95.74216
2252,4495,99.15,102.002396
2253,4498,106.51,96.06631
2254,4499,118.53,95.951324
2255,4500,102.17,102.002396
2256,4503,121.1,104.14388
2257,4505,91.55,99.81525
2258,4506,107.9,96.05388
2259,4507,121.28,94.463425
2260,4508,108.76,97.207115
2261,4510,113.98,113.096054
2262,4511,90.36,91.34943
2263,4513,136.96,97.68545
2264,4516,92.21,78.46075
2265,4519,99.53,88.638756
2266,4521,99.46,105.536705
2267,4531,92.26,96.46306
2268,4532,91.83,78.35975
2269,4533,113.99,108.1575
2270,4534,108.47,113.384544
2271,4536,105.89,97.207115
2272,4537,108.37,107.78926
2273,4539,108.72,101.80726
2274,4542,104.0,105.624954
2275,4545,112.41,104.455154
2276,4549,104.1,94.178345
2277,4551,87.22,102.78447
2278,4554,93.18,110.64309
2279,4556,96.51,103.22251
2280,4559,134.08,104.156204
2281,4561,113.34,108.877815
2282,4562,90.36,92.472725
2283,4566,94.69,106.65623
2284,4569,110.63,94.40561
2285,4570,89.51,105.3316
2286,4573,104.65,96.99557
2287,4574,101.57,99.81525
2288,4575,90.87,94.48406
2289,4577,88.75,95.88675
2290,4578,92.56,94.15764
2291,4580,76.1,93.91002
2292,4582,93.05,106.067825
2293,4583,97.07,105.3316
2294,4585,105.24,102.55394
2295,4587,98.54,97.207115
2296,4595,88.4,95.79716
2297,4596,119.2,93.535645
2298,4601,87.8,100.58754
2299,4602,91.99,109.87382
2300,4603,111.16,92.64835
2301,4605,90.71,114.554985
2302,4606,125.75,95.18198
2303,4607,97.21,103.39568
2304,4608,100.95,108.43927
2305,4610,121.79,97.45297
2306,4613,93.25,107.49579
2307,4617,89.07,100.62941
2308,4618,76.33,92.52486
2309,4619,128.58,93.060295
2310,4620,109.01,94.7046
2311,4622,85.96,96.66078
2312,4625,107.36,104.83084
2313,4626,85.94,97.207115
2314,4627,111.01,108.62833
2315,4629,110.6,89.79785
2316,4631,101.87,108.472984
2317,4633,91.93,97.207115
2318,4634,108.71,94.15764
2319,4635,92.79,94.994576
2320,4639,90.36,105.33287
2321,4640,95.1,109.42023
2322,4642,103.53,107.95567
2323,4644,107.4,92.31527
2324,4646,92.54,97.207115
2325,4647,108.05,104.98406
2326,4648,87.49,78.46075
2327,4649,109.72,94.40561
2328,4650,91.04,115.552444
2329,4655,115.72,94.178345
2330,4660,101.29,97.083435
2331,4661,106.16,111.96668
2332,4662,90.78,102.95671
2333,4663,92.76,105.51188
2334,4665,97.79,91.38106
2335,4666,81.18,108.18129
2336,4667,93.11,109.92306
2337,4668,84.56,95.951324
2338,4670,114.27,101.81389
2339,4671,90.57,102.637535
2340,4672,106.4,97.99187
2341,4673,95.46,111.15664
2342,4675,80.29,112.14971
2343,4676,112.25,111.396576
2344,4677,92.83,110.855675
2345,4680,87.33,97.194016
2346,4682,85.61,95.1089
2347,4683,90.14,109.19601
2348,4685,140.25,97.207115
2349,4686,87.8,97.083435
2350,4688,108.37,105.3316
2351,4690,90.28,99.17157
2352,4692,90.69,94.20885
2353,4693,107.11,99.72929
2354,4697,88.18,94.178345
2355,4700,112.56,97.53081
2356,4702,99.28,92.472725
2357,4707,142.71,115.20996
2358,4708,122.65,104.241104
2359,4710,92.84,94.618484
2360,4716,113.86,104.96622
2361,4717,119.28,88.247284
2362,4718,87.13,95.74216
2363,4720,74.43,91.6363
2364,4721,100.58,103.76406
2365,4723,110.83,97.2232
2366,4726,112.3,104.14388
2367,4727,88.53,96.47993
2368,4729,89.81,90.97014
2369,4731,99.82,105.52626
2370,4732,88.14,113.18972
2371,4735,99.95,105.37315
2372,4736,88.2,112.70846
2373,4737,96.85,92.64835
2374,4738,118.85,105.17632
2375,4739,134.81,94.15764
2376,4744,148.94,112.02834
2377,4747,90.58,95.74216
2378,4749,92.38,93.55247
2379,4750,97.69,104.241104
2380,4752,105.83,105.3316
2381,4755,110.07,90.71703
2382,4756,108.58,106.98552
2383,4757,111.04,104.94518
2384,4758,114.58,94.08436
2385,4759,92.02,99.54617
2386,4763,106.0,88.247284
2387,4764,96.99,111.929756
2388,4765,89.72,94.83451
2389,4766,112.43,95.5583
2390,4767,90.77,103.869354
2391,4769,86.73,117.101585
2392,4770,74.87,110.35359
2393,4771,118.73,92.35284
2394,4772,111.56,97.207115
2395,4774,112.09,105.3316
2396,4776,121.92,104.66256
2397,4777,109.62,104.156204
2398,4778,90.31,109.02143
2399,4780,108.76,97.24218
2400,4784,97.04,99.15277
2401,4786,118.38,101.845764
2402,4787,126.11,78.35975
2403,4788,119.7,93.58992
2404,4789,92.98,105.3316
2405,4791,96.36,102.002396
2406,4792,105.31,96.32687
2407,4795,89.91,91.28845
2408,4796,90.75,102.58464
2409,4803,103.77,101.37695
2410,4805,105.13,88.00659
2411,4807,107.3,94.70099
2412,4809,108.28,104.43562
2413,4816,109.28,101.669235
2414,4817,136.56,99.31504
2415,4818,117.08,93.07723
2416,4820,98.56,100.16586
2417,4821,111.57,99.89447
2418,4823,97.96,102.27843
2419,4824,110.66,106.46171
2420,4825,90.72,104.156204
2421,4829,76.84,96.2425
2422,4830,128.8,96.2034
2423,4831,117.14,112.70846
2424,4833,91.13,98.26287
2425,4836,126.95,112.781555
2426,4837,89.2,105.3316
2427,4838,86.8,93.673134
2428,4840,107.5,112.425644
2429,4841,107.03,78.46075
2430,4842,90.16,94.10636
2431,4843,100.86,95.10157
2432,4844,122.36,103.489105
2433,4849,98.69,106.003006
2434,4851,90.16,103.411934
2435,4852,121.41,98.67862
2436,4858,88.05,105.99219
2437,4860,92.03,96.2034
2438,4863,117.46,103.108505
2439,4864,100.05,99.99458
2440,4865,113.67,106.8923
2441,4867,112.88,100.119064
2442,4868,91.74,94.557594
2443,4869,115.6,105.41318
2444,4873,97.96,86.61198
2445,4875,93.53,106.822365
2446,4876,89.79,99.13685
2447,4877,135.53,103.30549
2448,4878,107.61,92.52486
2449,4880,119.94,78.35975
2450,4886,108.97,104.156204
2451,4888,97.99,112.02834
2452,4889,105.5,111.9313
2453,4890,91.33,102.4995
2454,4893,105.81,99.384125
2455,4895,92.17,105.41989
2456,4896,92.6,99.35003
2457,4899,111.74,108.55209
2458,4901,88.66,114.307335
2459,4902,112.28,108.04808
2460,4903,100.68,90.0106
2461,4904,90.17,105.3316
2462,4910,110.86,104.41134
2463,4912,108.98,96.006004
2464,4915,116.42,91.42882
2465,4916,93.33,106.00699
2466,4917,77.06,113.34203
2467,4920,87.97,97.207115
2468,4927,98.16,109.709015
2469,4928,94.32,93.90687
2470,4931,137.49,109.92306
2471,4934,76.16,90.894325
2472,4936,94.28,92.93813
2473,4939,108.03,108.11083
2474,4942,100.24,112.236786
2475,4943,131.69,96.2034
2476,4944,105.91,99.54617
2477,4945,85.49,94.17645
2478,4947,99.11,92.52486
2479,4948,99.84,95.13285
2480,4951,102.25,95.35276
2481,4952,128.87,105.3316
2482,4953,89.42,92.09676
2483,4956,91.6,90.0106
2484,4957,107.29,100.571075
2485,4958,87.47,94.98896
2486,4960,123.11,92.8752
2487,4968,83.23,93.283226
2488,4969,106.78,106.71516
2489,4971,90.82,111.89276
2490,4973,93.71,105.3316
2491,4975,105.11,110.42784
2492,4976,110.38,95.51625
2493,4978,115.25,103.58329
2494,4979,117.01,106.73254
2495,4982,85.72,96.864716
2496,4983,137.09,102.085655
2497,4984,90.35,95.68613
2498,4985,103.9,115.20996
2499,4986,88.08,94.764595
2500,4987,91.96,110.39476
2501,4988,113.5,92.65461
2502,4994,111.17,102.87313
2503,4995,120.94,96.2034
2504,5002,88.0,100.49316
2505,5004,116.61,101.79428
2506,5005,109.97,97.901985
2507,5006,94.29,104.05476
2508,5007,106.41,102.002396
2509,5009,87.16,111.957436
2510,5011,113.67,105.3316
2511,5014,74.66,104.60558
2512,5015,116.41,109.75685
2513,5018,111.64,100.26147
2514,5019,111.42,98.976555
2515,5020,103.36,91.847145
2516,5021,99.27,95.434
2517,5022,95.37,113.26601
2518,5023,90.47,108.94565
2519,5025,99.56,96.2034
2520,5032,88.8,105.05483
2521,5034,98.79,111.59243
2522,5036,93.4,97.1392
2523,5038,76.38,98.85811
2524,5039,104.51,99.9375
2525,5046,110.06,95.915985
2526,5049,90.14,98.976555
2527,5051,97.19,108.62833
2528,5052,85.13,104.2715
2529,5053,93.06,105.3316
2530,5054,135.14,96.2034
2531,5055,94.79,94.08436
2532,5057,132.65,104.424675
2533,5059,106.06,97.22059
2534,5062,93.7,91.18926
2535,5063,102.39,98.91003
2536,5065,93.62,95.113716
2537,5069,105.98,106.57121
2538,5071,112.55,97.68545
2539,5074,93.0,104.98396
2540,5075,91.59,101.79567
2541,5076,74.76,96.65501
2542,5077,93.09,78.35975
2543,5079,105.35,105.84954
2544,5080,97.2,92.837456
2545,5081,115.75,105.3316
2546,5083,89.34,106.124275
2547,5088,93.2,99.89447
2548,5089,105.89,93.06536
2549,5093,112.19,102.21058
2550,5094,108.62,110.89048
2551,5095,106.47,91.26683
2552,5099,99.74,110.7308
2553,5101,110.0,105.56077
2554,5103,92.22,99.89447
2555,5104,133.09,100.580505
2556,5105,109.02,95.434
2557,5107,94.21,94.178345
2558,5108,90.53,102.112366
2559,5109,99.13,100.25816
2560,5111,106.95,95.75244
2561,5112,86.33,92.52486
2562,5113,98.33,101.49964
2563,5114,103.14,90.39776
2564,5115,89.25,97.021904
2565,5118,101.23,102.00037
2566,5122,108.59,96.2034
2567,5123,91.84,78.720345
2568,5125,117.67,102.227905
2569,5127,87.78,104.54715
2570,5128,115.27,100.93276
2571,5129,87.3,116.95479
2572,5132,108.69,104.05476
2573,5134,97.28,102.510086
2574,5135,109.97,93.49846
2575,5137,89.19,104.156204
2576,5142,106.35,97.26821
2577,5143,97.37,103.78302
2578,5144,109.12,102.74417
2579,5148,100.74,101.41043
2580,5149,110.1,97.614624
2581,5150,88.79,99.09412
2582,5154,97.55,78.35975
2583,5155,99.49,98.33852
2584,5159,109.75,103.62537
2585,5164,102.18,95.53698
2586,5165,95.58,111.83759
2587,5166,108.69,102.00037
2588,5167,88.53,107.7862
2589,5169,78.71,95.391815
2590,5171,92.0,93.53164
2591,5172,91.99,113.096054
2592,5176,88.51,96.12486
2593,5184,94.7,101.702705
2594,5185,108.12,95.57179
2595,5186,124.31,98.56611
2596,5188,98.14,99.91833
2597,5189,89.44,101.928894
2598,5190,110.95,122.47888
2599,5191,110.12,111.83759
2600,5193,91.68,109.72797
2601,5196,117.27,89.7605
2602,5199,102.09,79.946236
2603,5200,103.23,105.80264
2604,5203,78.71,93.673134
2605,5204,104.41,99.86954
2606,5205,116.61,122.47888
2607,5207,113.94,105.55769
2608,5208,112.04,106.28326
2609,5212,107.66,102.753494
2610,5214,89.14,101.891624
2611,5218,89.37,107.06984
2612,5220,87.98,96.30843
2613,5222,110.58,93.90308
2614,5224,79.97,99.32343
2615,5225,116.02,97.207115
2616,5227,94.62,103.348465
2617,5229,93.42,106.19119
2618,5232,127.42,93.819466
2619,5233,90.57,112.233086
2620,5234,111.19,106.37078
2621,5237,91.91,105.3316
2622,5239,93.02,107.734886
2623,5240,75.88,95.76661
2624,5241,117.26,98.976555
2625,5244,106.47,93.883316
2626,5248,103.96,106.89562
2627,5251,94.05,95.233635
2628,5253,118.17,104.83084
2629,5255,128.37,103.72164
2630,5256,89.48,95.37842
2631,5257,84.27,110.467865
2632,5259,109.49,96.9218
2633,5260,115.44,102.15127
2634,5266,96.38,103.68318
2635,5268,108.61,90.50665
2636,5275,95.47,105.3316
2637,5276,123.86,105.954544
2638,5277,94.52,96.030426
2639,5279,105.25,93.217926
2640,5280,103.2,105.437675
2641,5281,108.34,94.08436
2642,5283,90.98,108.97619
2643,5284,91.47,78.85904
2644,5285,109.97,96.2034
2645,5286,88.42,106.98552
2646,5287,88.12,98.589005
2647,5289,121.84,103.31459
2648,5290,117.83,109.72797
2649,5292,118.62,106.06676
2650,5293,99.85,92.837456
2651,5294,84.53,104.6739
2652,5297,89.86,95.49183
2653,5299,108.86,97.31638
2654,5302,107.78,104.19493
2655,5305,95.87,77.68785
2656,5306,89.0,101.17611
2657,5308,106.89,94.964386
2658,5309,106.98,106.2832
2659,5310,88.06,104.826904
2660,5312,90.35,106.34056
2661,5316,130.0,99.055885
2662,5317,90.38,90.96772
2663,5319,92.08,78.39359
2664,5320,91.48,96.2034
2665,5323,93.05,96.917465
2666,5329,90.58,97.44967
2667,5331,102.88,94.15764
2668,5334,102.08,104.92106
2669,5336,112.12,109.72797
2670,5338,110.03,97.207115
2671,5341,93.48,94.259476
2672,5345,119.72,94.925705
2673,5348,95.23,91.38106
2674,5349,123.69,107.339806
2675,5355,88.64,107.08661
2676,5356,104.28,95.32245
2677,5360,87.89,106.124275
2678,5362,115.66,102.085655
2679,5364,88.82,92.472725
2680,5366,114.22,105.201385
2681,5367,90.6,107.55471
2682,5368,87.91,93.76609
2683,5370,86.61,95.57179
2684,5371,105.05,78.35975
2685,5373,93.6,106.10033
2686,5375,106.91,105.3316
2687,5376,92.11,93.673134
2688,5378,89.24,92.472725
2689,5379,103.42,111.63734
2690,5383,100.71,106.82145
2691,5384,112.95,97.89253
2692,5389,104.66,102.4995
2693,5391,94.85,78.46075
2694,5393,93.83,107.7775
2695,5395,112.8,100.370766
2696,5397,116.07,110.56934
2697,5398,130.6,95.0971
2698,5399,88.16,98.59408
2699,5401,88.05,118.653015
2700,5402,86.57,91.85267
2701,5403,93.22,100.99476
2702,5404,108.36,89.48924
2703,5407,91.79,86.76171
2704,5408,102.77,100.53054
2705,5413,110.93,114.78955
2706,5414,109.0,97.96799
2707,5417,95.15,94.08436
2708,5418,110.36,106.06676
2709,5420,109.31,111.96668
2710,5421,88.83,92.09676
2711,5424,100.36,95.412056
2712,5425,99.14,99.86954
2713,5426,113.95,118.76703
2714,5429,97.36,105.05765
2715,5431,92.06,105.18875
2716,5437,99.02,105.96151
2717,5440,73.71,95.233635
2718,5444,99.84,107.15275
2719,5446,105.89,106.00699
2720,5447,98.84,94.85437
2721,5451,89.72,108.53657
2722,5452,108.54,109.709015
2723,5455,105.96,106.37078
2724,5456,112.08,104.37251
2725,5458,108.09,88.85398
2726,5459,90.79,96.08482
2727,5460,86.16,101.64909
2728,5462,106.44,108.62833
2729,5463,107.68,95.434
2730,5464,92.07,102.58464
2731,5465,88.63,95.52818
2732,5466,110.1,97.68545
2733,5467,128.58,109.94701
2734,5468,128.94,111.68836
2735,5469,158.23,105.593254
2736,5472,153.51,102.02154
2737,5474,101.68,94.799576
2738,5475,103.42,100.297615
2739,5476,85.69,96.2034
2740,5479,118.77,106.19119
2741,5480,88.88,105.3316
2742,5482,88.82,105.06151
2743,5485,90.76,112.31724
2744,5486,83.67,116.14379
2745,5488,111.56,88.70833
2746,5495,98.44,106.19119
2747,5496,102.15,111.63734
2748,5497,100.54,96.08518
2749,5499,92.56,94.15764
2750,5503,88.88,91.847305
2751,5504,98.42,101.48372
2752,5507,113.31,96.2034
2753,5509,105.82,105.26541
2754,5511,120.81,99.66736
2755,5512,114.83,108.783966
2756,5516,114.91,105.3316
2757,5517,97.8,88.00659
2758,5518,77.47,94.97947
2759,5521,91.51,97.61985
2760,5522,108.01,97.207115
2761,5527,107.73,91.770584
2762,5528,97.27,102.87313
2763,5529,98.76,102.745766
2764,5532,100.0,100.544754
2765,5533,108.13,103.506546
2766,5535,115.16,106.23943
2767,5536,105.66,108.521965
2768,5540,94.6,98.33751
2769,5547,114.11,91.182076
2770,5548,94.95,91.28845
2771,5550,125.38,78.46075
2772,5551,103.68,93.77516
2773,5554,100.25,104.156204
2774,5555,89.06,92.93203
2775,5559,110.84,95.55266
2776,5560,88.69,102.05616
2777,5561,125.25,107.52105
2778,5562,94.74,93.673134
2779,5563,112.12,111.96668
2780,5565,89.34,96.425125
2781,5566,118.54,106.03401
2782,5567,88.53,109.92306
2783,5568,103.77,92.64835
2784,5572,93.62,110.35072
2785,5574,100.13,101.72865
2786,5576,95.44,108.990326
2787,5579,106.32,102.4995
2788,5580,100.02,90.24431
2789,5581,112.69,94.08436
2790,5583,107.97,96.49993
2791,5584,95.81,105.221
2792,5586,123.09,114.31584
2793,5587,90.14,97.85282
2794,5589,91.03,102.002396
2795,5591,90.83,111.929756
2796,5592,111.48,95.26787
2797,5593,90.46,113.52295
2798,5594,108.25,92.837456
2799,5595,109.37,100.96603
2800,5596,75.41,105.3316
2801,5597,106.85,102.06862
2802,5598,97.95,108.6262
2803,5599,95.59,97.59837
2804,5602,89.01,105.76948
2805,5603,105.97,92.837456
2806,5605,101.03,94.33147
2807,5607,108.62,112.103065
2808,5608,88.22,92.18229
2809,5609,75.65,92.28571
2810,5610,89.47,105.75696
2811,5612,100.05,98.17627
2812,5613,98.9,102.745766
2813,5614,104.28,95.94829
2814,5616,93.77,104.18055
2815,5621,97.07,113.653694
2816,5623,94.83,115.31956
2817,5628,88.23,110.39476
2818,5629,101.92,90.39776
2819,5631,90.85,105.79544
2820,5633,99.4,93.76274
2821,5638,88.14,100.18404
2822,5639,109.21,102.753494
2823,5640,110.96,98.1355
2824,5645,95.71,106.30877
2825,5646,87.28,77.68785
2826,5649,85.18,102.66099
2827,5653,99.55,100.70271
2828,5655,124.75,107.79229
2829,5656,90.4,92.344986
2830,5658,106.02,96.47293
2831,5662,112.8,117.18694
2832,5663,90.52,92.20662
2833,5667,76.22,108.62833
2834,5670,114.07,97.59837
2835,5671,116.46,97.68442
2836,5672,96.53,106.285576
2837,5673,117.24,99.54617
2838,5674,90.13,96.95282
2839,5675,96.91,98.79203
2840,5676,128.93,104.05476
2841,5679,101.9,105.3316
2842,5683,101.74,96.08518
2843,5687,85.63,92.837456
2844,5688,97.51,78.35975
2845,5690,96.21,109.61255
2846,5691,97.91,112.236786
2847,5692,96.38,92.51296
2848,5693,100.11,102.00037
2849,5694,88.03,94.08436
2850,5697,116.55,102.4995
2851,5698,99.66,88.638756
2852,5699,141.39,105.3316
2853,5704,95.57,99.11852
2854,5707,98.14,105.3316
2855,5709,116.87,96.425125
2856,5710,120.8,97.614624
2857,5714,109.82,103.96079
2858,5718,110.8,98.52154
2859,5721,109.08,94.32791
2860,5723,92.73,95.55733
2861,5724,119.48,95.113716
2862,5725,122.66,104.424675
2863,5726,86.31,93.926155
2864,5729,113.99,96.2034
2865,5730,114.88,94.97947
2866,5731,112.62,97.99419
2867,5733,108.28,78.46075
2868,5736,97.26,97.68527
2869,5741,94.39,99.52842
2870,5745,105.67,97.74954
2871,5747,95.47,97.03
2872,5748,100.74,101.35202
2873,5750,99.49,104.156204
2874,5751,96.62,110.98387
2875,5752,87.35,104.37251
2876,5754,122.22,93.77516
2877,5755,101.96,99.62574
2878,5757,109.42,100.98793
2879,5758,97.84,111.33384
2880,5760,115.07,115.16682
2881,5762,87.84,111.929756
2882,5766,108.72,102.21058
2883,5768,98.74,96.2034
2884,5769,96.27,108.77783
2885,5770,108.75,104.40209
2886,5771,116.37,105.80264
2887,5772,144.56,97.194016
2888,5773,138.19,110.41684
2889,5774,104.61,95.70089
2890,5776,103.82,93.819466
